07 - 08	99,74	82,48	99,02	113,75	115,09	121,20	127,69	89,56
08 - 09	110,97	77,51	95,13	112,58	119,90	125,10	135,43	84,26
09 - 10	100,01	76,25	93,28	102,61	104,42	110,10	123,02	84,11
10 - 11	92,04	63,48	82,53	95,89	90,00	91,16	115,85	75,39
11 - 12	83,49	55,13	74,42	91,03	79,60	84,16	108,96	66,61
12 - 13	83,00	60,48	71,61	84,99	71,07	72,33	98,46	54,01
13 - 14	83,71	47,25	55,80	82,00	62,27	64,15	92,76	34,67
14 - 15	77,99	27,40	50,00	78,90	59,79	56,65	86,32	30,01
15 - 16	78,00	24,09	63,16	81,08	65,14	48,15	81,97	41,12
16 - 17	84,01	57,60	74,64	91,16	72,19	47,72	87,20	36,22
17 - 18	97,05	77,75	90,30	96,91	75,73	87,53	94,43	17,87
18 - 19	106,50	95,63	99,72	112,80	80,61	95,34	117,38	70,89
19 - 20	112,82	101,30	102,80	120,54	108,00	121,88	130,00	98,93
20 - 21	122,76	107,43	112,07	130,00	115,52	117,84	142,86	117,06
21 - 22	121,99	109,20	108,71	126,31	112,25	122,99	133,69	121,72
22 - 23	114,71	106,23	103,12	115,56	107,79	99,02	124,02	117,90
23 - 00	104,04	97,99	92,38	110,90	95,02	85,49	116,13	111,04

00 - 01	78,96	101,04	102,37	104,91	98,53	100,00	95,00	95,96
01 - 02	73,10	88,27	98,18	85,44	90,55	96,94	90,09	87,52
02 - 03	70,01	82,09	94,30	87,16	89,84	96,00	88,38	84,60
03 - 04	63,56	73,69	79,56	78,10	90,00	84,17	86,19	84,17
04 - 05	65,90	71,96	77,68	76,00	90,42	82,00	81,77	85,25
05 - 06	72,03	73,84	74,64	77,70	95,47	88,51	81,01	92,45
06 - 07	84,02	86,05	81,33	79,03	101,63	97,76	88,80	111,58
07 - 08	114,99	99,57	73,87	83,01	115,47	142,92	104,28	121,00
08 - 09	119,54	125,68	75,69	94,47	131,98	162,57	124,31	117,88
09 - 10	110,31	112,32	54,90	89,08	113,45	134,97	110,79	107,54
10 - 11	82,97	105,03	25,09	78,17	102,74	119,50	105,04	99,76
11 - 12	76,03	98,56	13,89	53,21	99,35	114,71	100,23	107,01
12 - 13	73,18	94,16	9,73	59,75	94,35	105,17	96,35	114,61
13 - 14	58,07	86,45	1,85	42,84	90,38	98,14	93,50	105,77
14 - 15	35,26	81,71	0,16	9,19	83,47	97,92	92,25	96,91
15 - 16	12,59	63,07	1,78	6,17	82,19	101,69	83,06	81,06
16 - 17	43,23	61,73	5,36	27,72	81,16	103,18	71,05	84,44
17 - 18	62,38	67,82	0,06	58,59	90,77	112,17	82,03	100,06
18 - 19	86,23	70,29	59,55	86,55	94,69	123,20	114,00	110,52
19 - 20	106,90	104,95	95,49	96,44	96,82	147,00	131,45	115,01
20 - 21	114,50	101,42	106,16	112,49	93,69	132,83	134,73	101,91
21 - 22	114,77	103,50	99,50	107,26	96,80	120,41	129,00	110,99
22 - 23	108,90	102,23	98,96	108,67	99,81	113,99	118,10	104,67
23 - 00	97,23	94,49	94,42	104,51	97,84	101,66	110,26	89,93

00 - 01	83,00	88,17	88,29	52,20	78,74	93,02	100,59	81,61
01 - 02	76,09	67,70	80,06	40,04	74,00	83,20	79,69	74,95
02 - 03	75,13	64,70	78,31	33,88	67,99	80,23	89,24	73,46
03 - 04	73,13	54,99	77,80	28,77	60,00	77,03	78,89	70,00
04 - 05	75,00	35,46	81,00	29,95	59,61	73,82	68,85	72,52
05 - 06	75,40	47,93	83,97	28,26	55,70	84,19	67,22	79,83
06 - 07	75,76	63,45	90,32	30,81	62,08	75,92	69,07	105,43
07 - 08	96,00	93,46	103,56	27,55	62,46	102,92	88,76	113,81
08 - 09	109,66	101,00	113,42	20,00	59,76	106,00	90,29	117,11
09 - 10	98,66	92,00	105,79	2,14	40,04	93,16	81,36	108,07
10 - 11	85,92	83,25	93,02	0,00	6,20	69,24	72,75	80,08
11 - 12	81,00	75,75	82,63	-0,09	3,61	60,20	65,67	62,66
12 - 13	80,58	73,87	78,95	-0,09	10,17	60,60	63,74	57,64
13 - 14	78,77	64,92	73,58	-21,23	5,00	57,81	43,95	38,27
14 - 15	75,21	40,71	68,46	-23,36	-0,02	57,94	29,41	26,78
15 - 16	74,75	28,19	73,64	-14,00	0,00	63,63	43,08	18,16
16 - 17	71,75	37,29	79,69	-0,41	1,32	53,69	71,56	44,43
17 - 18	72,00	65,01	80,53	2,22	25,94	69,82	83,89	79,09
18 - 19	75,47	79,57	84,49	41,34	53,68	78,32	95,34	95,98
19 - 20	89,25	97,09	89,10	85,49	78,44	92,12	109,52	117,17
20 - 21	91,48	100,11	91,47	90,87	87,69	96,41	119,95	124,08
21 - 22	82,47	104,00	87,30	91,00	81,06	95,00	112,26	106,45
22 - 23	102,00	101,06	85,81	89,94	78,60	99,74	109,61	111,00
23 - 00	98,28	93,98	81,29	83,50	73,02	85,78	98,76	97,70

00 - 01	84,15	85,92	75,02	59,23	87,09	89,74	88,11	98,66
01 - 02	74,30	68,40	71,05	53,90	84,00	83,53	76,40	88,55
02 - 03	70,10	74,20	68,90	51,82	81,92	84,73	74,06	77,82
03 - 04	64,01	52,48	42,80	40,91	77,87	81,35	66,58	65,62
04 - 05	67,21	47,73	36,33	18,17	77,86	70,99	61,71	73,72
05 - 06	72,27	61,12	70,66	17,57	73,00	69,04	62,00	75,42
06 - 07	82,91	66,86	62,92	20,48	67,34	82,70	73,53	75,94
07 - 08	98,50	103,68	109,19	58,71	64,52	82,99	94,20	105,00
08 - 09	99,07	95,69	108,64	29,92	37,71	72,61	100,38	104,00
09 - 10	87,30	86,41	90,06	0,03	0,00	55,06	81,87	83,35
10 - 11	68,19	66,92	82,37	-2,07	-0,81	16,37	55,31	70,85
11 - 12	59,92	46,64	70,24	-0,09	-10,65	1,45	35,57	55,78
12 - 13	42,27	20,03	64,74	-0,06	-0,07	0,00	23,29	41,87
13 - 14	9,36	3,45	57,62	-5,52	-26,67	-0,02	20,00	20,56
14 - 15	3,39	4,14	53,83	-7,10	-37,13	-0,08	4,40	24,31
15 - 16	25,13	5,48	45,24	-45,60	-27,40	-0,09	3,45	21,16
16 - 17	56,87	25,78	41,72	-17,96	-16,22	2,26	22,91	41,89
17 - 18	73,00	68,85	73,96	0,00	-0,06	55,08	53,45	70,83
18 - 19	86,16	78,89	84,34	28,78	50,00	84,85	65,10	71,35
19 - 20	99,35	85,00	98,82	74,15	72,90	95,11	83,92	77,09
20 - 21	102,50	105,00	105,08	85,54	81,64	100,82	95,06	93,99
21 - 22	103,38	96,93	99,58	77,44	78,70	100,10	89,90	94,97
22 - 23	95,41	94,31	95,39	79,46	74,24	98,61	99,50	100,50
23 - 00	86,53	83,13	89,65	74,32	69,50	94,71	92,50	90,94

00 - 01	95,00	93,93	83,00	80,18	78,71	81,12	84,95	83,59
01 - 02	89,70	89,26	76,20	74,63	71,10	74,90	80,30	79,40
02 - 03	79,73	82,83	73,99	69,06	70,07	72,51	77,79	73,78
03 - 04	76,00	74,95	68,05	61,38	63,64	69,80	75,20	63,47
04 - 05	75,80	73,57	65,70	60,66	63,90	68,06	58,16	59,84
05 - 06	76,42	66,54	70,20	65,63	70,24	67,54	70,74	62,47
06 - 07	79,93	78,09	74,90	84,13	88,50	66,16	71,71	63,55
07 - 08	103,97	92,78	95,05	99,03	99,39	64,77	73,63	87,79
08 - 09	103,94	91,40	106,46	102,70	99,95	50,81	70,00	90,56
09 - 10	91,39	83,76	97,69	94,90	85,77	21,95	59,97	84,37
10 - 11	82,26	74,64	92,83	86,21	75,00	5,11	27,36	72,09
11 - 12	75,43	68,50	86,60	82,00	70,08	0,00	5,00	63,15
12 - 13	70,03	64,22	79,95	76,41	68,99	-0,02	-0,01	56,06
13 - 14	68,98	64,40	75,59	73,26	66,54	-0,09	-0,07	42,61
14 - 15	64,06	64,06	76,45	68,50	67,16	-33,79	-3,39	36,82
15 - 16	68,39	67,93	76,74	71,12	68,79	-7,20	-0,08	44,90
16 - 17	72,64	71,17	79,89	74,40	75,92	0,00	3,62	58,27
17 - 18	80,63	76,10	87,92	84,00	87,92	34,50	45,66	76,62
18 - 19	95,00	89,49	96,72	90,38	95,13	78,21	75,00	85,80
19 - 20	104,12	101,60	106,25	97,30	101,33	83,50	77,20	91,40
20 - 21	106,45	98,60	108,50	101,11	101,46	90,57	73,51	99,82
21 - 22	104,12	100,55	107,36	101,57	103,67	92,38	66,70	93,00
22 - 23	97,48	96,58	100,50	96,56	100,00	97,30	74,02	92,56
23 - 00	86,00	91,00	94,90	89,99	88,76	86,98	81,17	85,06

00 - 01	130,81	126,16	107,12	96,28	89,11	94,33	87,33	89,03
01 - 02	122,80	121,57	102,77	88,68	82,78	85,08	77,47	84,10
02 - 03	119,97	115,56	100,62	86,98	83,29	85,02	70,01	84,13
03 - 04	116,39	112,66	100,38	86,25	82,75	81,63	60,21	80,32
04 - 05	111,06	113,05	100,37	85,83	84,77	83,95	56,67	77,44
05 - 06	110,00	117,72	98,50	93,43	90,04	95,00	53,69	79,87
06 - 07	110,25	132,00	104,67	97,72	101,94	104,81	52,05	79,43
07 - 08	108,01	149,83	125,28	122,42	119,00	119,44	47,21	85,00
08 - 09	101,00	145,59	140,07	128,00	120,04	124,39	28,44	81,83
09 - 10	95,60	124,16	116,00	103,32	103,12	106,01	15,90	69,04
10 - 11	85,00	112,20	103,66	87,66	85,08	95,00	0,06	45,68
11 - 12	69,99	108,99	98,02	79,04	80,10	90,48	5,26	35,40
12 - 13	59,36	107,35	92,24	75,54	79,02	87,17	2,54	22,39
13 - 14	48,40	106,76	90,00	75,74	73,22	83,34	-0,09	18,85
14 - 15	39,38	103,31	90,00	78,67	71,33	81,10	-9,81	6,56
15 - 16	56,08	101,65	92,01	80,39	68,15	82,02	-0,65	9,24
16 - 17	85,00	108,46	96,75	85,27	73,93	84,82	-0,08	9,14
17 - 18	101,52	114,99	104,90	98,98	84,67	97,60	27,92	44,50
18 - 19	115,31	135,35	125,39	115,01	101,87	109,68	83,82	74,97
19 - 20	137,79	161,10	144,70	138,86	113,46	133,04	99,91	86,16
20 - 21	146,97	175,07	147,99	140,32	120,73	131,01	107,66	91,25
21 - 22	144,77	165,52	142,10	123,04	113,45	116,93	111,99	90,91
22 - 23	142,00	151,85	146,80	114,21	105,00	107,03	111,81	87,80
23 - 00	136,65	138,18	124,93	105,00	98,38	98,10	102,91	80,87

00 - 01	104,98	117,28	104,03	132,77	119,70	120,80	99,68	126,78
01 - 02	103,07	109,66	95,20	123,05	110,70	110,28	93,41	108,87
02 - 03	96,16	102,84	91,79	115,08	104,70	103,98	88,34	103,19
03 - 04	92,80	100,31	91,28	111,31	103,89	101,00	89,42	100,00
04 - 05	92,70	94,33	90,94	107,02	103,74	99,45	90,69	96,01
05 - 06	68,58	91,02	94,56	111,94	106,98	101,07	95,61	86,81
06 - 07	57,28	89,96	115,09	125,52	123,40	111,89	109,78	94,75
07 - 08	61,75	92,30	128,70	143,38	137,67	126,21	130,15	92,06
08 - 09	54,00	90,57	131,23	149,29	144,45	146,31	132,23	85,00
09 - 10	32,55	81,69	121,93	129,75	126,01	130,89	115,33	78,17
10 - 11	9,69	57,64	107,12	116,04	114,07	114,01	103,78	63,53
11 - 12	0,10	25,00	98,10	110,14	110,07	109,80	97,02	53,88
12 - 13	0,00	14,99	93,01	109,94	104,57	99,90	93,11	46,00
13 - 14	-0,10	1,90	87,37	106,86	99,73	101,52	90,00	29,52
14 - 15	-0,10	0,31	82,55	106,46	95,78	101,77	88,49	25,10
15 - 16	0,00	10,00	82,17	106,68	99,11	103,21	94,01	49,14
16 - 17	9,69	28,20	90,00	108,18	100,12	105,15	98,11	75,00
17 - 18	68,99	80,98	99,62	122,24	113,44	118,54	110,08	93,78
18 - 19	87,09	89,60	108,81	137,30	138,00	140,00	137,00	107,23
19 - 20	97,71	101,00	130,06	157,43	167,43	160,59	167,77	118,25
20 - 21	105,00	113,52	137,10	154,91	187,46	165,08	165,08	125,47
21 - 22	122,49	105,16	134,96	147,18	164,73	150,00	149,99	134,02
22 - 23	127,59	127,12	130,10	134,34	151,15	138,00	142,86	137,06
23 - 00	118,76	118,31	121,87	120,84	134,79	120,11	134,48	117,53

00 - 01	66,00	16,45	85,68	115,04	119,46	97,95	113,82	92,30
01 - 02	43,50	3,17	64,75	103,41	110,06	90,54	95,00	90,00
02 - 03	24,09	0,01	61,43	96,68	101,72	87,00	91,57	79,50
03 - 04	10,26	0,00	33,87	85,13	97,62	86,16	89,09	48,48
04 - 05	15,80	-0,03	18,25	83,08	97,09	86,16	86,36	59,57
05 - 06	54,00	-0,05	14,58	85,00	101,54	90,27	90,55	80,00
06 - 07	86,00	-0,05	31,46	92,13	113,97	93,80	115,29	73,91
07 - 08	110,89	-0,47	22,20	120,95	129,29	112,63	130,00	110,11
08 - 09	104,91	-2,75	62,29	127,31	130,31	121,21	127,00	112,80
09 - 10	72,25	-12,92	50,41	117,02	116,39	113,60	102,23	101,52
10 - 11	55,58	-23,01	43,71	107,21	105,95	101,89	90,00	87,90
11 - 12	52,32	-19,17	24,61	100,32	98,60	99,30	88,03	83,17
12 - 13	50,10	-23,78	16,83	100,47	97,98	101,18	84,67	82,68
13 - 14	48,03	-20,00	4,43	91,64	96,88	97,42	85,31	77,58
14 - 15	33,38	-55,66	0,07	88,46	98,60	95,59	84,74	59,37
15 - 16	23,22	-134,94	-0,01	85,96	100,00	95,39	83,20	71,34
16 - 17	25,30	-79,44	-0,01	81,13	101,12	97,60	89,05	71,30
17 - 18	42,57	-27,38	1,64	78,60	112,03	107,08	96,40	86,00
18 - 19	91,81	-0,01	22,00	92,93	118,20	123,04	113,57	97,00
19 - 20	117,41	13,37	65,00	111,08	124,62	139,30	130,55	110,93
20 - 21	126,14	71,04	82,14	118,05	119,22	133,10	134,79	118,00
21 - 22	129,15	85,91	92,05	115,54	122,03	130,90	127,60	125,73
22 - 23	122,00	94,90	92,97	112,30	124,76	130,00	125,06	129,53
23 - 00	115,14	86,08	89,86	109,47	112,63	121,10	116,16	118,66

00 - 01	124,41	112,49	109,44	100,27	114,00	91,62	106,01	98,46
01 - 02	112,75	102,00	101,74	89,69	100,61	84,00	88,63	83,27
02 - 03	104,28	94,30	101,82	89,97	97,60	82,40	90,59	74,16
03 - 04	91,70	91,94	95,50	77,21	89,20	83,05	57,66	68,03
04 - 05	77,36	93,31	95,99	67,75	75,14	85,01	68,57	71,51
05 - 06	77,43	105,00	97,15	71,18	87,03	94,37	69,47	86,01
06 - 07	102,10	114,92	94,96	76,51	75,08	113,75	76,77	113,84
07 - 08	121,90	126,87	91,49	85,04	116,37	126,85	95,07	119,97
08 - 09	120,95	134,27	86,02	83,65	108,29	124,85	98,35	113,29
09 - 10	105,10	117,95	76,93	76,04	91,79	110,97	82,40	108,52
10 - 11	97,72	105,28	60,00	60,90	84,00	96,84	73,44	93,68
11 - 12	99,08	101,10	50,00	46,32	79,12	89,67	55,25	89,18
12 - 13	96,00	95,00	48,46	40,19	74,90	98,08	46,27	82,21
13 - 14	92,50	94,81	37,11	40,35	66,57	81,61	36,30	64,17
14 - 15	81,36	91,00	44,99	29,42	64,98	85,74	44,40	51,75
15 - 16	81,01	91,34	55,31	40,00	66,18	84,05	40,64	53,62
16 - 17	89,02	88,32	72,87	60,90	80,29	88,10	47,53	84,74
17 - 18	97,08	95,05	82,40	83,40	90,00	98,93	59,50	93,68
18 - 19	120,78	124,72	99,25	107,30	106,05	112,93	93,32	116,67
19 - 20	123,49	165,49	106,42	120,95	108,17	131,81	106,74	125,64
20 - 21	126,87	173,42	127,02	128,76	119,17	131,15	119,75	133,88
21 - 22	128,21	159,50	134,10	132,86	124,27	131,83	123,79	140,70
22 - 23	121,38	160,00	132,12	129,70	117,27	129,85	122,79	139,82
23 - 00	103,71	133,70	119,60	115,92	101,56	118,98	115,11	124,09

00 - 01	108,11	100,28	90,68	57,25	73,58	101,00	105,24	98,47
01 - 02	101,20	86,40	73,32	19,69	53,57	96,36	93,38	91,00
02 - 03	97,25	77,54	71,05	2,53	29,15	90,53	89,09	90,00
03 - 04	84,10	69,87	66,15	-0,02	19,94	74,74	85,83	82,09
04 - 05	65,45	68,55	61,62	-0,08	6,94	81,49	86,00	81,71
05 - 06	74,62	76,48	71,00	-0,25	13,69	87,95	92,00	82,37
06 - 07	72,47	96,88	85,01	-2,73	19,72	88,05	105,38	97,88
07 - 08	105,06	108,65	109,50	-4,52	22,60	104,79	117,85	117,29
08 - 09	111,30	110,00	110,85	-5,13	29,95	98,24	119,10	120,00
09 - 10	99,90	97,75	96,08	-11,16	17,41	85,07	104,68	107,18
10 - 11	88,75	91,80	77,40	-17,38	4,61	79,71	92,13	97,37
11 - 12	81,42	89,74	60,81	-19,91	0,00	75,23	88,72	92,20
12 - 13	77,82	84,74	81,01	-17,35	-0,02	73,90	90,66	95,31
13 - 14	70,00	80,28	25,48	-26,27	-0,09	64,34	90,10	88,87
14 - 15	64,54	81,66	30,46	-37,33	-1,00	56,62	75,24	78,68
15 - 16	64,21	81,90	19,95	-40,45	-0,10	50,83	74,22	72,58
16 - 17	73,03	84,78	59,01	-21,47	-0,02	45,68	79,70	72,33
17 - 18	77,09	96,90	75,36	-0,06	4,30	57,42	90,55	88,72
18 - 19	82,72	122,45	85,28	34,60	30,00	70,72	96,09	97,96
19 - 20	102,44	168,57	105,97	93,82	66,81	80,70	119,45	116,39
20 - 21	102,33	188,00	118,30	100,98	89,00	101,75	132,14	117,96
21 - 22	113,04	164,42	125,00	110,72	84,56	93,17	137,31	123,00
22 - 23	116,03	139,26	126,44	114,95	83,04	96,13	130,13	123,79
23 - 00	102,63	113,25	111,49	110,00	71,82	82,19	117,72	114,20

00 - 01	98,36	97,96	96,00	77,14	83,78	98,14	101,53	98,98
01 - 02	82,69	89,31	86,55	70,02	78,74	98,60	88,94	94,50
02 - 03	76,00	86,26	84,95	68,99	47,61	93,00	82,00	80,28
03 - 04	71,06	79,65	72,79	72,01	33,22	94,36	73,80	70,85
04 - 05	64,31	79,64	63,43	72,09	14,10	89,93	68,39	70,64
05 - 06	76,70	86,83	71,61	87,11	11,09	88,00	75,73	72,36
06 - 07	75,00	99,63	82,40	81,71	5,08	88,80	81,15	99,51
07 - 08	91,01	108,65	90,77	87,17	2,88	86,18	108,62	109,99
08 - 09	104,30	111,15	103,39	105,64	3,42	82,93	111,51	111,45
09 - 10	99,12	107,85	99,00	105,00	0,09	78,00	103,09	98,97
10 - 11	96,80	99,81	98,74	99,94	0,00	64,00	95,35	87,83
11 - 12	90,39	93,60	95,66	94,62	-0,03	46,56	91,72	85,78
12 - 13	86,45	91,50	98,97	87,56	-0,05	43,84	88,00	92,00
13 - 14	80,01	90,70	83,52	81,76	-0,08	22,34	83,33	80,85
14 - 15	78,33	88,97	78,73	75,46	-0,10	19,52	81,70	76,72
15 - 16	76,01	87,86	79,73	68,00	-0,10	29,05	76,86	75,03
16 - 17	73,60	84,82	75,12	66,20	-0,02	47,12	73,78	77,31
17 - 18	86,62	92,00	90,82	78,01	4,42	71,50	70,88	86,32
18 - 19	99,50	100,10	106,92	78,51	35,76	80,00	79,94	105,15
19 - 20	98,74	116,90	119,43	91,57	70,65	93,81	91,72	128,66
20 - 21	111,00	120,30	120,07	102,00	90,00	97,79	103,09	145,01
21 - 22	109,87	118,52	120,01	105,25	95,67	76,68	103,98	125,51
22 - 23	108,54	111,69	110,84	105,84	100,81	95,70	111,38	123,33
23 - 00	99,64	97,22	98,50	103,06	94,27	94,62	98,21	110,34

00 - 01	90,14	20,62	89,38	69,05	61,03	84,50	103,09	88,63
01 - 02	83,85	9,54	77,54	58,92	50,51	74,90	94,00	79,59
02 - 03	80,92	3,45	69,62	57,86	44,09	67,81	91,17	78,13
03 - 04	79,25	5,61	67,06	56,94	30,30	57,79	85,66	79,20
04 - 05	76,60	0,09	66,16	57,90	28,91	51,60	88,97	80,02
05 - 06	78,55	11,50	63,56	63,40	50,31	51,70	87,03	89,53
06 - 07	86,36	39,43	52,38	66,18	71,63	47,34	85,70	97,40
07 - 08	93,84	56,04	59,07	88,93	84,46	37,00	87,91	111,02
08 - 09	114,94	70,22	67,12	90,06	87,63	29,82	85,79	112,99
09 - 10	102,90	60,31	66,23	87,76	86,00	8,48	81,71	107,87
10 - 11	95,16	45,93	65,88	76,50	74,29	0,00	75,50	99,54
11 - 12	90,68	35,00	64,50	78,99	67,69	-0,01	63,75	93,00
12 - 13	86,92	35,00	52,02	75,10	65,58	9,72	59,34	87,97
13 - 14	80,81	35,00	33,08	68,57	59,94	0,08	41,00	80,00
14 - 15	77,84	22,49	24,65	60,12	59,48	-0,04	23,24	75,65
15 - 16	76,76	24,09	20,58	57,27	60,44	-0,04	20,16	76,10
16 - 17	80,68	25,11	28,84	59,01	67,78	-0,03	33,57	80,00
17 - 18	89,93	49,63	52,05	68,50	74,45	20,25	51,93	86,09
18 - 19	98,26	80,38	63,18	79,12	78,30	42,65	77,09	85,93
19 - 20	116,00	97,06	65,88	94,69	88,56	75,83	88,92	100,15
20 - 21	114,44	97,92	71,05	105,22	96,96	86,36	100,65	110,82
21 - 22	121,07	98,46	59,15	112,77	92,58	93,00	101,97	113,82
22 - 23	105,63	98,50	65,70	102,55	95,26	89,15	101,32	111,69
23 - 00	98,49	88,35	39,58	92,78	88,21	70,05	92,18	101,72

00 - 01	103,54	111,04	96,27	82,48	69,88	54,91	74,13	101,55
01 - 02	98,14	106,06	91,99	73,86	55,87	50,35	21,93	94,90
02 - 03	97,57	104,03	89,15	71,21	65,55	41,98	20,22	92,58
03 - 04	94,33	84,74	79,98	68,38	38,90	7,18	0,02	90,30
04 - 05	93,91	78,52	68,51	74,12	41,09	22,54	3,21	90,24
05 - 06	92,78	82,02	90,30	83,95	63,11	65,03	0,07	90,54
06 - 07	93,47	104,00	100,23	98,16	64,62	72,22	0,10	90,24
07 - 08	100,00	114,88	103,32	105,70	69,41	91,31	27,80	86,41
08 - 09	101,62	114,98	104,20	106,44	79,46	94,50	5,00	85,66
09 - 10	90,00	102,27	98,00	99,66	83,88	77,62	1,64	83,01
10 - 11	79,81	90,96	95,72	89,96	80,00	57,50	2,40	80,10
11 - 12	71,37	80,96	86,21	85,69	70,43	52,30	14,60	68,08
12 - 13	54,90	76,89	82,94	81,90	50,09	59,13	5,04	65,01
13 - 14	26,49	55,40	75,26	76,23	45,69	52,71	0,00	58,91
14 - 15	6,00	46,78	76,63	71,93	48,90	55,20	0,00	58,04
15 - 16	6,92	58,01	80,53	79,39	49,38	54,23	0,00	44,15
16 - 17	20,40	84,58	81,54	80,50	63,47	57,61	0,00	37,08
17 - 18	67,58	97,98	91,28	84,00	69,21	70,95	16,20	42,03
18 - 19	85,49	111,05	100,42	98,53	66,66	85,10	35,97	45,00
19 - 20	106,47	121,57	109,25	118,92	88,56	107,02	60,98	66,01
20 - 21	111,16	130,50	120,25	123,86	100,21	116,30	77,06	82,99
21 - 22	112,28	130,36	125,51	130,81	92,92	124,95	78,13	90,00
22 - 23	108,06	118,49	115,19	122,47	97,28	110,80	71,86	91,39
23 - 00	101,66	104,25	100,94	100,96	75,78	100,00	63,45	85,66

00 - 01	113,99	96,67	103,85	104,88	106,76	99,60	98,00	90,10
01 - 02	110,59	73,22	90,59	98,38	97,45	92,65	89,59	84,71
02 - 03	105,17	48,07	95,60	97,95	90,71	92,11	82,36	78,80
03 - 04	104,87	29,16	68,09	94,11	83,45	89,96	69,35	69,66
04 - 05	102,14	10,64	75,22	78,30	74,56	87,67	64,03	69,00
05 - 06	102,94	26,78	79,91	86,10	86,44	88,76	70,06	72,02
06 - 07	101,83	51,61	97,26	84,99	106,86	74,97	83,99	78,10
07 - 08	99,69	78,36	88,06	103,01	118,80	87,54	108,66	77,72
08 - 09	98,99	83,02	109,60	121,09	125,78	103,09	111,52	73,50
09 - 10	86,62	79,37	106,81	110,93	109,47	87,00	99,24	52,06
10 - 11	73,13	69,40	95,85	101,87	99,21	79,25	83,67	30,00
11 - 12	44,00	41,83	89,05	95,26	94,10	74,12	77,31	15,00
12 - 13	30,00	25,45	86,28	91,62	90,32	66,05	70,69	16,27
13 - 14	13,25	14,86	82,85	89,98	86,00	40,62	63,68	10,10
14 - 15	13,84	12,59	84,16	89,98	86,29	23,54	67,11	1,52
15 - 16	33,81	25,01	85,49	92,32	88,51	45,85	74,10	6,76
16 - 17	78,98	66,71	95,60	93,97	94,17	70,26	76,81	17,45
17 - 18	95,10	86,32	108,08	94,36	103,14	76,21	82,92	69,98
18 - 19	112,00	98,72	109,90	95,51	126,10	88,80	92,64	85,02
19 - 20	128,80	122,50	119,32	124,40	150,45	117,57	109,42	99,20
20 - 21	136,90	129,35	123,00	132,25	132,96	129,00	118,34	110,90
21 - 22	139,54	132,53	118,41	128,37	136,10	133,04	125,12	120,00
22 - 23	126,71	123,71	99,48	116,63	119,90	125,25	110,99	120,01
23 - 00	111,95	112,54	83,83	104,08	99,99	107,89	101,06	114,00

00 - 01	93,31	102,39	109,90	105,24	133,82	123,89	113,69	111,95
01 - 02	88,52	92,92	104,10	96,86	124,95	112,67	103,41	101,67
02 - 03	85,00	91,50	101,91	95,71	118,05	109,90	101,15	98,71
03 - 04	80,66	89,82	99,52	95,90	109,52	104,47	99,24	94,52
04 - 05	72,20	83,33	91,99	96,80	104,14	94,03	87,77	90,56
05 - 06	87,90	82,90	84,51	103,23	105,05	101,55	105,86	103,40
06 - 07	107,49	82,73	95,48	124,22	137,56	138,33	109,24	109,24
07 - 08	114,52	85,10	95,90	135,12	152,53	153,79	131,52	127,09
08 - 09	119,87	94,10	98,30	139,42	154,94	157,41	135,98	133,31
09 - 10	123,32	94,92	92,64	129,03	131,97	136,50	115,91	115,00
10 - 11	111,04	93,16	85,16	116,67	122,47	120,76	102,40	103,99
11 - 12	109,25	93,87	81,70	110,63	112,61	115,89	99,67	101,51
12 - 13	103,67	89,29	85,86	102,36	115,00	114,18	99,51	101,10
13 - 14	101,76	78,72	81,08	100,06	112,27	114,35	95,28	101,10
14 - 15	100,10	60,72	78,76	96,85	113,00	113,93	95,50	97,51
15 - 16	72,89	37,26	81,93	93,20	117,94	115,35	99,41	97,09
16 - 17	80,01	61,97	87,57	91,33	124,78	120,04	102,17	101,08
17 - 18	97,12	63,00	95,00	91,33	159,95	145,79	110,46	118,71
18 - 19	102,06	89,67	104,47	94,35	212,54	225,50	138,60	135,69
19 - 20	127,41	104,39	122,70	130,28	265,30	276,12	188,19	155,66
20 - 21	138,90	124,34	120,50	139,69	250,00	275,02	173,38	149,65
21 - 22	138,08	127,55	128,22	140,61	188,16	240,79	165,31	149,30
22 - 23	123,72	119,00	122,98	128,78	159,70	172,82	145,80	136,01
23 - 00	107,94	102,99	110,63	108,34	130,33	138,67	127,60	115,00

00 - 01	81,41	83,02	105,28	107,46	98,90	96,31	100,12	103,19
01 - 02	66,33	71,75	100,00	102,70	95,97	91,76	98,60	96,97
02 - 03	72,12	62,57	88,30	100,00	93,29	91,43	96,36	95,04
03 - 04	73,11	54,80	82,00	91,43	85,67	90,83	90,95	86,72
04 - 05	54,60	52,86	79,96	78,64	78,18	88,38	87,37	85,27
05 - 06	80,34	55,04	79,91	71,62	85,01	91,76	91,86	87,70
06 - 07	57,00	86,00	80,31	92,79	100,16	105,43	101,89	110,72
07 - 08	119,02	114,00	80,00	101,09	115,46	108,89	124,88	122,01
08 - 09	118,11	120,29	80,00	100,22	119,01	128,50	129,16	139,07
09 - 10	97,78	109,36	78,00	94,58	111,25	115,02	122,52	139,56
10 - 11	88,00	92,88	60,30	89,77	102,18	97,56	110,39	122,15
11 - 12	81,85	82,07	43,43	79,90	96,52	92,43	100,15	109,51
